name,sku,base_price,sale_price,description,specifications,images,colors
Xiaomi Redmi Note 14 Pro Plus 5G 8GB 256GB,dien-thoai-xiaomi-redmi-note-14-pro-plus,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/x/i/xiaomi_redmi_note_14_pro_plus_5g_8gb_256gb_-_3.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/x/i/xiaomi_redmi_note_14_pro_plus_5g_8gb_256gb_-_5.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-pro-plus-den.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-pro-plus-tim.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-14-pro-plus-xanh.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/x/i/xiaomi-redmi-note-14-pro-plus.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/t/h/thiet-ke-mat-lung-xiaomi-redmi-note-14-5g-pro-plus-chinh-hang.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/t/h/thiet-ke-vien-may-redmi-note-14-pro-plus-chinh-hang.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-dien-thoai-xiaomi-redmi-note-14-pro-plus-6-67inch.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-14-pro-plus-man-hinh-amoled-fhd.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/c/a/camera-truoc-redmi-note-14-pro-plus-5g.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/a/m/am-thanh-xiaomi-note-14-pro-plus-5g-cao-cap.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/x/i/xiaomi-redmi-note-14-pro-plus-5g-gia-re-thiet-ke-dep.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/c/a/camera-redmi-note-14-pro-plus-50mp.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-14-pro-plus-gia-re-nhat-2025.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-14-pro-plus-5g-vien-kim-loai-tot.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-note-14-pro-plus-5g-6-67inch.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/t/h/thiet-ke-dien-thoai-xiaomi-redmi-note-14-pro-plus-cac-nut-nhan-hien-dai.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-pro-plus-1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/m/u/mua-redmi-note-14-pro-plus-5g-gia-re.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-note-14-pro-plus-chinh-hang.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-14-pro-plus-5g-camera.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-14-pro-plus-5g-_en-vien-kim-loai.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-14-pro-plus-den-man-hinh-amoled.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-dien-thoai-xiaomi-note-14-pro-plus-5g-chinh-hang.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/may-note-14-pro-plus-5g-den-chinh-hang.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-note-14-pro-plus-chinh-hang-thiet-ke-vien-may.jpg""]","{""product_color_1"": {""color"": ""Vàng (Chỉ có tại CPS)"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-14-pro-plus.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-14-pro-plus.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-pro-plus.html?product_id=108171"", ""price"": ""8.190.000₫""}, ""product_color_2"": {""color"": ""Đen"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-pro-plus_1.png"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-pro-plus_1.png"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-pro-plus.html?product_id=97570"", ""price"": ""8.190.000₫""}, ""product_color_3"": {""color"": ""Xanh dương"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-pro-plus.2.png"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-pro-plus.2.png"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-pro-plus.html?product_id=97572"", ""price"": ""8.190.000₫""}, ""product_color_4"": {""color"": ""Tím"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-pro-plus.1.png"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-14-pro-plus.1.png"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-pro-plus.html?product_id=97571"", ""price"": ""8.190.000₫""}}"
Xiaomi Redmi Note 15 6GB 128GB,dien-thoai-xiaomi-redmi-note-15,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-xiaomi-redmi-note-15-3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-xiaomi-redmi-note-15-4.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-series-1_3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-series_3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-series-2_3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-4.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-5.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-6.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-7.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-8.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-9.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-10.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-11.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-12.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-13.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-14.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-16.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-15.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-17.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-19.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-18.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-20.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-21.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-22.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-23.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-24.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-25.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-26.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-27.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-28.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-29.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-30.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-31.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-32.jpg""]","{""product_color_1"": {""color"": ""Xanh dương"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series_2.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series_2.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-15.html?product_id=121549"", ""price"": ""5.690.000₫""}, ""product_color_2"": {""color"": ""Đen"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-2_2.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-2_2.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-15.html?product_id=121550"", ""price"": ""5.690.000₫""}, ""product_color_3"": {""color"": ""Tím"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-1_2.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-1_2.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-15.html?product_id=121548"", ""price"": ""5.690.000₫""}}"
Xiaomi POCO F8 Pro 5G 12GB 256GB,dien-thoai-poco-f8-pro-5g,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-xiaomi-poco-f8-pro-2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-xiaomi-poco-f8-pro-4.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-2_1_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-3_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-1_1_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro_1_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-4_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-5_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-6_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-7_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-10_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-11_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-8_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-9_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-13_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-12_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-15_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-14_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-18_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-19_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-16_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-17_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-21_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-20_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-22_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/p/o/poco-f8-pro-23_1.jpg""]","{""product_color_1"": {""color"": ""Đen"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/p/o/poco-f8-pro_1.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/p/o/poco-f8-pro_1.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-poco-f8-pro-5g.html?product_id=118520"", ""price"": ""14.190.000₫""}, ""product_color_2"": {""color"": ""Bạc"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/p/o/poco-f8-pro-1_1.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/p/o/poco-f8-pro-1_1.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-poco-f8-pro-5g.html?product_id=118521"", ""price"": ""14.190.000₫""}, ""product_color_3"": {""color"": ""Xanh dương"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/p/o/poco-f8-pro-2_1.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/p/o/poco-f8-pro-2_1.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-poco-f8-pro-5g.html?product_id=118522"", ""price"": ""14.190.000₫""}}"
Xiaomi Redmi Note 15 Pro 12GB 256GB,dien-thoai-xiaomi-redmi-note-15-pro,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-xiaomi-redmi-note-15-pro-7.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-xiaomi-redmi-note-15-pro-4_3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-series-8_1_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-series-7_1_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-series-6_1_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-2_3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-19_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-18_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-17_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-13_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-14_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-15_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-20_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-21_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-22_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-16_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-3_3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-29_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-28_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-27_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-23_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-24_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-25_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-26_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-32_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-1_3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-9_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-8_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-7_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro_2_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-4_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-5_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-10_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-11_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-6_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/r/e/redmi-note-15-pro-12_2.jpg""]","{""product_color_1"": {""color"": ""Đen"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-7.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-7.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-15-pro.html?product_id=121555"", ""price"": ""10.090.000₫""}, ""product_color_2"": {""color"": ""Xám"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-8.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-8.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-15-pro.html?product_id=121556"", ""price"": ""10.090.000₫""}, ""product_color_3"": {""color"": ""Xanh dương"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-6.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/r/e/redmi-note-15-series-6.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-15-pro.html?product_id=121557"", ""price"": ""10.090.000₫""}}"
Xiaomi Redmi Note 15 Pro 5G 12GB 256GB,dien-thoai-xiaomi-redmi-note-15-pro-5g,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-xiaomi-redmi-note-15-pro-5g-12gb-256gb-3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-xiaomi-redmi-note-15-pro-5g-12gb-256gb-4.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang-2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang-3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang-4.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang-5.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang-6.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang-7.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang-8.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang-9.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim-1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim-2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim-3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim-4.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim-5.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim-6.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim-7.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim-8.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-tim-9.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den-1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den-2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den-3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den-4.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den-5.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den-6.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den-7.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den-8.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-den-9.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-xiaomi-redmi-note-15-pro-5g-vang-1.jpg""]","{""product_color_1"": {""color"": ""Xám"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-redmi-note-15-pro-5g-2.png"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-redmi-note-15-pro-5g-2.png"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-15-pro-5g.html?product_id=125194"", ""price"": ""11.490.000₫""}, ""product_color_2"": {""color"": ""Tím"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-redmi-note-15-pro-5g-1.png"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-redmi-note-15-pro-5g-1.png"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-15-pro-5g.html?product_id=125193"", ""price"": ""11.490.000₫""}, ""product_color_3"": {""color"": ""Đen"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-redmi-note-15-pro-5g.png"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-redmi-note-15-pro-5g.png"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-15-pro-5g.html?product_id=125192"", ""price"": ""11.490.000₫""}}"
